source,target,edge_type,distance,capacity_units,effective_capacity_people,occupants_using_edge,rooms_using_edge,utilization_ratio,utilization_percent,is_congested
C9,EXIT_B,exit,1.0,4.0,40.0,101,6,2.525,252.5,True
C8,C9,navigation,1.0,4.0,40.0,85,5,2.125,212.5,True
C7,C8,navigation,1.0,4.0,40.0,72,4,1.8,180.0,True
C0,C1,navigation,1.0,3.0,30.0,43,3,1.4333333333333333,143.33333333333334,True
C1,C2,navigation,1.0,3.0,30.0,37,2,1.2333333333333334,123.33333333333334,True
C6,C7,navigation,1.0,5.0,50.0,59,3,1.18,118.0,True
START_R05,DOOR_05,room_start,1.0,2.0,20.0,19,1,0.95,95.0,False
C3,C4,navigation,1.0,4.0,40.0,37,2,0.925,92.5,False
C0,EXIT_A,exit,1.0,6.0,60.0,55,4,0.9166666666666666,91.66666666666666,False
C3,DOOR_04,door_to_hallway,1.0,2.0,20.0,18,1,0.9,90.0,False
C6,DOOR_07,door_to_hallway,1.0,3.0,30.0,25,1,0.8333333333333334,83.33333333333334,False
START_R07,DOOR_07,room_start,1.0,3.0,30.0,25,1,0.8333333333333334,83.33333333333334,False
C9,DOOR_10,door_to_hallway,1.0,2.0,20.0,16,1,0.8,80.0,False
START_R10,DOOR_10,room_start,1.0,2.0,20.0,16,1,0.8,80.0,False
C5,C6,navigation,1.0,5.0,50.0,34,2,0.68,68.0,False
C7,DOOR_08,door_to_hallway,1.0,2.0,20.0,13,1,0.65,65.0,False
C8,DOOR_09,door_to_hallway,1.0,2.0,20.0,13,1,0.65,65.0,False
START_R08,DOOR_08,room_start,1.0,2.0,20.0,13,1,0.65,65.0,False
START_R09,DOOR_09,room_start,1.0,2.0,20.0,13,1,0.65,65.0,False
C2,C3,navigation,1.0,3.0,30.0,19,1,0.6333333333333333,63.33333333333333,False
C4,DOOR_05,door_to_hallway,1.0,3.0,30.0,19,1,0.6333333333333333,63.33333333333333,False
C0,DOOR_01,door_to_hallway,1.0,2.0,20.0,12,1,0.6,60.0,False
C2,DOOR_03,door_to_hallway,1.0,3.0,30.0,18,1,0.6,60.0,False
C4,C5,navigation,1.0,3.0,30.0,18,1,0.6,60.0,False
START_R01,DOOR_01,room_start,1.0,2.0,20.0,12,1,0.6,60.0,False
START_R03,DOOR_03,room_start,1.0,3.0,30.0,18,1,0.6,60.0,False
START_R04,DOOR_04,room_start,1.0,3.0,30.0,18,1,0.6,60.0,False
C5,DOOR_06,door_to_hallway,1.0,3.0,30.0,16,1,0.5333333333333333,53.333333333333336,False
START_R06,DOOR_06,room_start,1.0,3.0,30.0,16,1,0.5333333333333333,53.333333333333336,False
C1,DOOR_02,door_to_hallway,1.0,3.0,30.0,6,1,0.2,20.0,False
START_R02,DOOR_02,room_start,1.0,3.0,30.0,6,1,0.2,20.0,False
